43056,91.17,91.64,90.53,91.3,91.2,1.59,0.001,0.09,145430026,13888
43055,90.59,91.72,90.43,91.21,91.29,2.35,0.0094,0.85,214432852,26364
43054,90.8,91.18,89.51,90.36,90.46,3.57,-0.0133,-1.22,323216823,29045
43053,89.75,92.29,89.01,91.58,91.18,5.25,0.0355,3.14,478378620,42079
43052,88.13,89.09,88.13,88.44,88.61,2.14,-0.0054,-0.48,190257548,15389
43049,88.25,89.37,87.6,88.92,88.9,3.23,0.0147,1.29,286825296,25192
43048,86.5,88.24,86.05,87.63,87.46,2.84,0.0059,0.51,248838227,28318
43047,86.26,87.42,85.53,87.12,86.67,2.78,0.012,1.03,240742426,25601
43046,87.85,87.92,85.96,86.09,86.32,3.64,-0.02,-1.76,313954755,29455
43045,86.67,88.18,86.53,87.85,87.27,3.08,0.0097,0.84,269168562,23778
43042,89.08,89.14,86.51,87.01,87.09,2.94,-0.0179,-1.59,256285915,24405
43041,89.1,89.16,87.71,88.6,88.56,2.61,-0.0072,-0.64,231887031,23984
43040,90.01,91.23,88.9,89.24,89.78,3.78,-0.0003,-0.03,339450540,31680
43039,86.25,90.16,85.78,89.27,88.92,5.66,0.0406,3.48,503584455,42796
43038,86.96,88.09,85.52,85.79,86.1,5.14,-0.0151,-1.32,442561550,33262
43035,88.36,88.63,84.32,87.11,86.34,7.78,-0.0254,-2.27,672483941,59538
43034,87.68,89.66,87.52,89.38,89,4.32,0.0239,2.09,384151319,36145
43033,87.5,88.19,86.52,87.29,87.32,2.81,-0.0068,-0.6,245513164,30781
43032,88.33,89.3,87.6,87.89,88.38,2.58,-0.0011,-0.1,228211858,23395
43031,90,90.33,87.95,87.99,88.74,4.80,0.0183,1.58,425856779,36496
43028,86.37,87.72,86,86.41,86.83,2.76,0.0109,0.93,240035592,23572
43027,85.56,85.71,84.21,85.48,85.23,2.10,-0.0002,-0.02,178710700,19526
43026,85.71,86.28,84.75,85.5,85.54,3.46,-0.0033,-0.28,296235955,22546
43025,86.47,86.91,85.23,85.78,85.9,2.99,-0.0121,-1.05,256880619,24732
43024,87.74,87.82,86.53,86.83,86.98,2.69,-0.011,-0.97,234417578,20478
43021,86.57,88.25,86.1,87.8,87.6,5.33,0.0238,2.04,466635907,30489
43020,85.6,86.24,85.2,85.76,85.77,2.16,0.0016,0.14,185316776,17728
43019,85.99,86.98,85.51,85.62,86.14,2.92,-0.0045,-0.39,251524776,25605
43018,85.6,86.78,85,86.01,85.76,3.80,0.0207,1.74,325876643,32294
43017,84.35,84.52,83.68,84.27,84.18,2.04,0.005,0.42,172116006,16527
43014,83.48,85.67,83.01,83.85,84.37,3.49,0.0032,0.27,294475646,26648
43013,83,84.49,82.15,83.58,83.35,5.48,-0.0091,-0.77,456976341,41135
43012,82.84,84.84,82.63,84.35,84.23,3.41,0.0163,1.35,287621781,31622
43011,83.22,83.6,82.32,83,82.92,4.58,-0.0047,-0.39,380552899,35742
43010,84.84,85,82.55,83.39,83.58,7.50,-0.0348,-3.01,627042080,57454
43007,86.5,87.02,85.8,86.4,86.42,3.73,-0.0036,-0.31,322601745,22618
43006,87.25,87.83,85.31,86.71,86.15,4.76,-0.0171,-1.51,410447323,33432
43005,86.5,88.71,86.16,88.22,87.72,3.98,0.0283,2.4262,350829398,32760
43004,86.55,87.33,85.6,85.79,86.49,3.74,0.0022,0.18893,324212451,22113
43003,85.62,86.66,85.02,85.6,85.64,2.79,-0.0045,-0.3878,240062519,21987
43000,84.94,86.15,84.79,85.99,85.79,3.15,0.0116,0.98442,272050156,22241
42999,85.65,85.81,83.69,85.01,84.65,4.31,-0.0102,-0.87504,366694263,32370
42998,85.72,86.37,83.65,85.88,85.12,7.82,-0.0395,-3.53,669528102,54094
42997,88.2,90.44,86.21,89.41,88.55,7.99,0.0083,0.73583,711091044,53838
42996,88.51,88.86,87.19,88.68,88.26,3.12,0.0075,0.65628,277117635,23879
42993,85.6,88.58,85.6,88.02,87.55,6.02,0.0318,2.7146,530504328,38402
42992,84.87,85.95,84.64,85.31,85.39,2.94,0.0006,0.04972,252797223,23000
42991,86.01,86.01,82.85,85.26,84.32,8.72,-0.0342,-3.0229,739369943,58351
42990,87.06,88.9,86.62,88.28,87.93,4.01,0.016,1.3921,354827156,32974
42989,87.2,87.8,86.33,86.89,86.96,3.27,0.0044,0.37786,285858012,27109
42986,87.9,88.32,85.77,86.51,87.07,4.00,-0.0161,-1.412,351248670,34921
42985,89.49,89.49,87.88,87.92,88.31,2.57,-0.0127,-1.1336,228222272,22247
42984,89.44,90.47,88.04,89.06,88.96,4.22,0.0007,0.05966,377550118,28712
42983,89.49,90.66,87.87,89,89.19,3.54,-0.0101,-0.90487,317771874,28285
42979,88.17,90.2,88.07,89.9,89.63,3.47,0.0242,2.1279,312593753,30843
42978,89.79,89.95,86.99,87.77,87.79,4.60,-0.0225,-2.0186,406051957,36096
42977,88.25,90.2,86.95,89.79,88.81,3.65,0.0026,0.2287,326192989,29780
42976,88.93,89.86,87.58,89.56,89.11,3.63,-0.0054,-0.48724,325504940,29201
42975,90.52,91.62,89.55,90.05,90.28,4.31,0.0034,0.30825,391246545,30195
42972,88.65,90.2,88.1,89.74,89.57,3.26,0.0089,0.79549,294066035,29054
42971,88.5,89.67,87.85,88.95,88.89,3.53,0.0129,1.1336,315798401,26734
42970,85.93,88.5,85.58,87.81,87.8,4.82,0.0192,1.6506,425832025,38891
42969,84,86.5,83.77,86.16,85.44,4.42,0.0333,2.7743,379962682,38928
