42823,859.05,876.44,859.02,874.32,869.19,4.49,0.0214,18.32,3900237400
42822,851.75,858.46,850.1,856,854.97,3.04,0.0108,9.18,2600732590
42821,838.07,850.3,833.5,846.82,843.17,2.76,0.0014,1.21,2323653670
42818,851.68,851.8,843.53,845.61,847.81,2.14,-0.0021,-1.77,1812793470
42817,848.2,850.89,844.8,847.38,847.72,1.95,-0.0008,-0.68,1655592310
42816,840.43,849.37,839.05,848.06,845.84,2.66,0.0058,4.86,2248835450
42815,858.84,862.8,841.31,843.2,850.81,4.38,-0.0161,-13.77,3728629610
42814,851.51,857.8,851.01,856.97,855.85,2.28,0.0055,4.66,1953707820
42811,853.49,853.83,850.64,852.31,852.66,3.38,-0.0013,-1.11,2885368490
42810,855.3,855.5,850.51,853.42,853.19,1.84,0.0005,0.45,1571788430
42809,854.33,854.45,847.11,852.97,850.94,2.56,0.0005,0.44,2180222520
42808,853.55,853.75,847.55,852.53,850.56,2.13,-0.0024,-2.06,1812164150
42807,851.77,855.69,851.71,854.59,854.49,1.91,0.0025,2.13,1631774300
42804,857,857.35,851.72,852.46,853.78,2.44,-0.0006,-0.54,2080175690
42803,851,856.4,850.31,853,853.44,2.05,0.0029,2.5,1748110140
42802,848,853.07,846.79,850.5,850.76,2.29,0.0053,4.48,1946778790
42801,845.48,848.46,843.75,846.02,846.16,2.25,-0.0007,-0.59,1901692800
42800,845.23,848.49,841.12,846.61,844.53,2.61,-0.0038,-3.27,2204487740
42797,847.2,851.99,846.27,849.88,849.24,1.95,0.0011,0.97,1657243610
42796,853.08,854.82,847.28,848.91,850.08,2.13,-0.0049,-4.17,1812394280
42795,853.05,854.83,849.01,853.08,852.38,2.76,0.0095,8.04,2352446310
42794,851.45,854.09,842.05,845.04,847.42,2.79,-0.0042,-3.6,2367777550
42793,842.38,852.5,839.67,848.64,847.29,2.71,0.004,3.4,2301341690
42790,844.69,845.81,837.75,845.24,842.48,3.69,-0.0082,-6.95,3106982010
42789,857.57,860.86,848,852.19,852.98,3.46,-0.004,-3.42,2953235060
42788,856.95,858.43,852.18,855.61,855.52,2.62,-0.001,-0.83,2238956810
42787,848.84,857.98,847.25,856.44,855,3.51,0.0135,11.37,2999185550
42783,842,847.27,840.73,845.07,845.11,3.11,0.0011,0.93,2630218940
42782,841.84,845,839.38,844.14,842.67,2.71,0.0017,1.44,2287965080
42781,834,842.81,832.82,842.7,839.96,2.97,0.0075,6.31,2493762290
42780,837,838.31,831.45,836.39,835.5,2.79,-0.0002,-0.14,2333301690
42779,831.62,843,828.55,836.53,837.84,4.17,0.011,9.07,3495860590
42776,823.82,828,822.85,827.46,826.35,2.43,0.0074,6.1,2007696380
42775,821.6,825,819.71,821.36,822.91,2.48,0.002,1.65,2047283280
42774,812.69,821.48,812.5,819.71,818.53,2.86,0.0089,7.21,2339390450
42773,809.31,816.16,807.5,812.5,812.07,3.47,0.006,4.86,2814541850
42772,809.8,810.72,803,807.64,806.22,3.90,-0.0032,-2.56,3142310890
42769,806.72,818.3,804,810.2,811.12,10.87,-0.0354,-29.75,8813885210
